column_1,column_2,column_3,column_4,column_5,column_6,column_7,column_8,column_9,column_10,column_11,column_12,column_13,column_14,column_15,column_16,column_17,column_18,column_19,column_20,column_21,column_22,column_23,column_24,column_25,column_26,column_27,column_28,column_29,column_30,column_31,column_32,column_33,column_34,column_35,column_36,column_37,column_38,column_39,column_40,column_41,column_42,column_43,column_44,column_45,column_46,column_47,column_48,column_49,column_50
1,2,77,2,48,2,2,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.622960023326359,-0.6200430570814959,59.2244379671117,27.86305455117919,3.200777982965571,1.1787999390518498,-1.91102188635747
1,1,54,1,35,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.232287511659289,32.55514248525989,37.56911977858283,31.9774854843364,22.553405594206247,1.3867031302926607,0.6950762864700728
0,2,87,1,7,2,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1.2126660587061817,28.75443722221581,67.98111109656261,23.316004622775257,5.66336884735004,1.0065893308439349,8.352425891952953
0,1,26,1,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2.2779537260779703,11.770811397242925,70.0778646564908,18.694199686921525,20.394293092143396,0.5872487756833632,1.4322435693124653
0,1,68,1,41,2,2,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.497319034663619,16.032981783260517,69.26893300237295,45.063210555581804,4.36453169266256,0.07654883571030352,3.4689273367950664
0,1,35,2,16,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5.758922570833084,-13.283047591847964,60.96802760751494,31.051464268915726,0.7966729818582898,0.8874968924291556,0.38903376574144755
0,1,63,2,24,2,2,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.604725738716151,-12.657863097973635,60.52351829865606,38.45817706802559,7.034441740792825,0.2663716131768272,3.7024289999804636
0,1,79,2,17,2,2,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4.078008869044943,17.902563607419246,62.09455409043461,28.09285910346195,9.572159477979028,2.4629503882159622,7.07386133077033
1,1,68,1,27,2,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.5097194284391504,24.248150486319716,55.48051151905743,18.854825875098587,8.509315164793044,2.187911835713535,-1.3416700659919858
1,2,89,2,46,2,2,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1.1401104562305981,-3.6536978925997197,25.970650103204775,37.52907434558753,17.423939204259426,0.27056291127001175,10.734985304227441
1,1,47,2,16,2,2,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.3154762805805453,-0.37958629278818634,65.16898818193708,25.55095587393499,-2.0954922406372436,0.2834424531438908,0.9167747058869375
1,1,61,2,23,2,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.124544222882363,40.640621693978275,14.675339984250757,33.23443659114431,12.900873428906952,0.9832257143335174,-1.5916832606623235
0,2,39,2,40,2,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2132067717090234,0.7042426318111161,30.09262184522435,26.08223727711698,2.4997936877133715,0.8304172738133229,8.776809956102056
1,1,71,2,18,2,2,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.8629580835244652,-8.449441817962246,45.30152828542356,31.740670875806494,6.864276202095951,-0.13213583551213304,4.329274517884706
1,2,62,1,30,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3.773933442229362,0.33265364419106547,34.71312160521352,30.05334803750473,7.433733770352825,1.0240834881572707,-2.6171800366614697
1,1,89,1,21,2,2,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.6928004913387178,16.857044735925918,66.1739816253629,40.72534469071357,3.031957740858655,0.006829965153252071,11.894582270121038
1,2,68,1,20,1,2,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.9756443599360543,52.92514049713478,60.90629897776963,33.36113448944209,-1.0892188334499764,1.134878297266432,10.43073704829186
0,1,79,1,36,2,2,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2936722668095188,3.7310123231704715,51.18529604193277,27.502015045951854,2.6355183107998936,0.748586480234086,3.325293700150631
1,1,63,1,29,2,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2.0631047094649415,37.94856126074406,56.2560533195569,27.92302376486268,21.294191130501837,-0.04741409706394939,2.4275369327843466
1,1,83,2,49,2,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.272354586792428,21.683135108166116,20.540586398810778,18.016400231642407,5.897444791017308,1.2974745544022248,-2.3864302029911446
0,1,77,2,14,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.053487361440618,43.701443333798366,72.76270505500567,29.337872107652196,-0.9382073306743015,0.5462696551623571,3.5316905848852014
0,1,79,2,29,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.800929200988951,15.271592073283468,57.29435547479401,34.236952449287344,17.85964694099869,1.2747748902056912,-2.722392460110166
1,1,70,1,38,2,2,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.645341476702836,149.9231368619722,43.76921017627551,29.872576699257426,5.510572821586871,0.5767837249851683,6.937003750139976
1,2,88,1,-5,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6.134056583611169,9.38485374991257,31.03990363115617,38.41979583818214,17.78539710480212,1.1957028829564609,6.073546631485975
1,1,68,2,42,2,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6.293359455834324,34.14427293877792,71.4823626850562,30.339762835323654,-1.3147118263553157,0.6109512924264018,2.82617183624141
1,1,94,2,40,2,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,145.1284547084103,26.19093964973239,68.31444164009692,36.48279531628542,0.7027419379856976,0.4879039163576545,2.6943443628817683
1,2,67,1,33,2,2,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.085403670115902,16.73174658317857,32.29139927364392,39.9039545721308,10.924988429425632,0.01733893156311872,-1.0115280310399335
1,1,62,1,33,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2.9123999178050926,5.758562257555564,58.486102583085625,30.762448042365687,-1.759263735424863,0.968656513533638,-1.710397603586424
0,1,80,1,-2,2,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,5.789343492762168,-5.800960661085128,71.97236646639861,22.497819027509934,9.727550309883343,0.6150838535947558,0.20452782555388627
0,1,74,1,37,2,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1.0512152582073901,0.6062317927214735,64.58935168297474,32.71764844488961,5.266217635305604,0.9924687373795071,-1.6344647756752453
1,1,80,1,42,2,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4433682423608722,19.404796182204006,38.975747779584395,43.86976073306701,4.760029378993288,0.0005291982323867295,2.9350239937510048
1,1,85,1,10,2,2,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.542782703193793,3.5444032634472293,45.477914635472516,45.186520752585096,-0.37764775993981736,0.5150562414357974,4.57204816894505
1,1,100,1,43,2,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.689243942442836,13.775913725255329,58.78294249680195,24.559606801691483,0.8892838962576173,0.0022307192588282287,-1.7401786907011276
1,1,76,2,27,2,2,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5.457492672281646,6.846462722850838,68.93341163004715,34.99536688315329,13.216121585134136,0.4602891207135315,-0.6133203661215356
1,1,84,2,7,2,2,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.269699374681802,-1.2962049417778978,34.07181805734161,32.45501435603457,10.245801896524835,1.678281246799345,3.536638617424492
0,1,46,1,26,2,2,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.6675341406980164,2.2036677252660297,74.06860129834575,32.08666091789311,0.8801604633857334,0.6226212194602293,-1.1913872680752835
0,2,55,2,46,1,2,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.3508581175772036,-12.069357269856145,62.639748790208046,30.04722937051375,0.5596835947892256,0.5316388509318192,2.538556526403389
1,2,87,1,20,2,2,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4.962389258941775,3.2206030019826386,-2.1082023720564003,32.905090029396945,-0.1551429746653783,0.5166198859158221,-1.1106649644526918
0,1,83,2,33,1,2,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.399995052830496,35.054996295857734,64.3176599336136,43.747827328130214,5.392323635700118,0.7422189603102072,5.638813438750502
1,1,43,1,42,2,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2.5905441153551942,36.05640584315882,74.86117708249121,20.46359307590842,4.8201548738474465,0.45771065496679925,7.889657162944866
1,2,68,1,23,2,2,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.099099367165338,44.214438128438594,60.53874397917255,39.19354729374783,22.8519178172876,0.43611475072932904,3.807769561108223
1,1,66,1,10,2,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30028816258017,4.637426987453001,68.42179514880144,31.69887867342895,7.074765994880953,0.40434742027357357,0.23612584825331862
1,2,72,1,20,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.281869164761415,36.41689894795152,72.40159793215072,17.29771207883651,13.9863581609344,1.3755626668261787,-2.3634516596278905
1,1,92,1,24,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.909220735701992,30.720339210089715,47.57998588168693,39.2485343196415,14.317847523991446,0.6735767312440971,4.838300454793108
0,1,91,1,46,2,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-0.9616131281748108,1.271162463228361,64.12696509526046,32.25671943237995,20.185551446528326,0.035982549936534935,-1.1873340282639475
1,1,80,2,35,2,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,23.399440256360467,-12.387321527436168,59.76169236147683,35.74635237998829,-12.55449701176066,0.18957050302862843,-2.969165380026295
1,1,73,2,2,2,2,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.2430636427553834,19.68214749799856,71.0741063764374,34.48334660180234,8.809057491255704,0.2869076504701492,0.11834338088949004
1,2,97,1,25,2,2,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.917800737225626,-4.959614604601249,50.25356495654607,31.226097415759817,9.32791041602337,0.6240485670529152,0.5768227069774126
0,1,53,2,28,2,2,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.181624716813113,20.353632073044544,21.785390830695157,29.71717480495807,19.779521419826924,2.003576230974681,0.6463068180288785
1,2,80,1,4,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.2430863836860206,-9.468004937635175,41.16163199220115,42.56572656931199,7.697742338205715,0.22239190598222947,5.314921201405303
0,1,73,1,19,2,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4.568264294988445,29.802158450519595,58.27167956200142,20.863546526103075,47.084409687433975,0.07898265095817719,1.1684141244329478
0,1,85,1,40,2,2,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,5.898661041413424,8.41818311884397,65.08078993554966,36.45381667935818,5.634254829946161,0.37719000857518703,5.548999434873894
1,2,71,1,24,2,2,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.676462004411647,4.385104884873183,44.06002675977608,16.237168201248515,-1.2480871172170094,0.41592089575276636,15.149997151157132
1,1,70,2,20,2,2,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.265240086642535,28.924848406758116,189.0561025600526,26.8940870129541,22.605474630356547,1.321220811843744,4.536599813213904
1,1,46,2,11,2,2,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9115880855323,18.809863081036305,54.63926803818682,36.331957276378624,7.511332713392545,0.33483554019988626,2.2695652991039528
1,2,88,1,44,2,2,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.25184954270007753,3.28912191508142,1.3973642218214906,28.829475330300433,16.14836904279943,0.5668383373925052,4.911948268760647
1,1,85,2,3,2,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,14.268835916567042,-6.8017012847960885,53.700016846035695,32.40105798775036,3.709994054672137,0.5004999066645748,0.5642653018865369
1,1,33,2,11,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4.512112010043209,24.65182283440731,17.637714342237377,40.23345666756817,1.531081442398139,0.7308057586865742,1.0185865585858416
1,1,81,2,16,2,2,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.750904080788436,17.57914646259659,48.79266322932578,27.79319348849356,6.2755970075057945,0.0380724335916075,14.974548122902508
0,1,69,2,48,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4312576716997074,21.53860395222377,599.3603347553458,32.05006783967028,9.007696773931949,0.7552922178851575,1.5189338681612181
1,1,70,1,48,2,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.7688757265998183,3.099752095570029,28.41903838561044,40.46591847447423,14.531647351304747,0.853169818060576,1.7024741763232103
1,1,72,2,34,2,2,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3.5707087365732435,-4.1305592135421065,34.90724577163693,38.33794001761835,15.932874803918072,1.0780590070865639,5.222993476086657
1,1,95,1,42,2,2,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.452080160233164,-19.866031053220013,32.40790949038269,29.818756058590544,10.32253879523149,0.07208316495539052,-2.0218559426161518
1,2,-31,1,35,1,2,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,71.45963048355755,-7.984007619466976,52.81473364936585,29.339553755860962,4.42912624627305,0.7940191471814435,0.9923142832972718
1,1,57,1,65,2,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.3350387095878046,-8.568860789676148,63.00122105119489,36.39297715778889,-0.9499702472701266,1.0476385973010922,0.4822839067480844
1,1,74,1,9,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6065643020952006,6.070784598769482,6.7333958012422706,32.86070775457985,5.149319148748015,0.4901474442726264,18.75241506443995
1,1,86,1,25,2,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-1.443833235785363,-7.758978630460383,41.16891881627019,25.685664718438797,7.219545055592498,0.9877495945816772,13.901673753780958
1,1,68,1,21,2,2,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0.8883380091459021,8.913922520373204,64.2273983669887,30.250571417609724,3.0724651285696454,1.2687249933396938,9.389787993715291
1,1,79,2,47,2,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19722499523033,13.360779616336252,68.85361445861544,31.138920261787263,9.305624554984385,0.1875854914913032,4.108984845699837
0,2,69,1,34,2,2,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.363883042452624,-4.860381916641778,30.571355654426025,40.78319156192559,13.817258916611118,0.9660478538484296,13.71114732371148
1,2,72,2,16,2,2,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05400232981379127,41.555625388712826,73.53880035854637,25.450594994736985,11.126804939297916,2.0550314265912544,-1.3781842127470885
1,2,84,2,39,2,2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.9903873052682433,5.735821433231521,33.19755674354851,46.411598556739904,13.126121803916483,1.709950080508797,1.1106247806255802
0,1,54,2,20,2,2,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.024234735872069,15.103707718603285,43.86455324856956,41.84272568754698,3.264907731107202,0.5103225487694493,2.8976966118592875
